	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	tier	num_powerup_incsub_left	sell
1237	Inventory	False	Despair	5	6	0	HP flat	360	DEF%	5			15.0	8.0							4.0	Hero	2.6666666666666665	4.666666666666666	6.666666666666666	True	B	3.0	True
355	Inventory	False	Despair	6	6	6	ATK%	29	DEF flat	12						7.0				17.0		Rare	6.841666666666667	7.841666666666667	8.841666666666667	False	B	0.0	False
356	Psamathe	False	Despair	6	6	9	ATK%	38		0			16.0							14.0	6.0	Rare	6.066666666666667	6.566666666666667	7.066666666666667	False	B	0.0	False
357	Haegang	True	Despair	6	6	12	HP%	47		0	6.0	6.0			31.0					7.0		Legend	7.815476190476191	7.815476190476191	7.815476190476191	False	B	0.0	False
923	Inventory	False	Despair	6	6	0	RES	12	SPD	6		5.0		4.0			19.0				6.0	Legend	4.689285714285715	6.689285714285715	8.689285714285715	False	B	4.0	False
1238	Inventory	False	Despair	6	6	0	ACC	12	DEF flat	17		5.0	15.0									Rare	1.5142857142857145	3.5142857142857142	5.514285714285714	False	B	2.0	True
339	Inventory	True	Despair	2	5	6	SPD	17		0				9.0			39.0					Rare	2.1	3.1	4.1	False	B	0.0	False
340	Inventory	True	Despair	2	5	6	SPD	17		0						17.0	11.0					Rare	2.4	3.4	4.4	False	B	0.0	False
345	Inventory	True	Despair	3	5	6	DEF flat	57	ACC	3	8.0									13.0		Rare	5.708333333333333	6.708333333333333	7.708333333333333	True	B	0.0	False
353	Inventory	True	Despair	5	5	9	HP flat	1215	ATK%	4			28.0			8.0	22.0			9.0		Legend	5.75	6.25	7.75	True	B	1.0	False
690	Feng Yan	False	Destroy	1	6	9	ATK flat	94	RES	4		7.0								22.0	6.0	Hero	9.833333333333332	10.333333333333332	10.833333333333332	True	B	0.0	False
691	Inventory	False	Destroy	1	6	12	ATK flat	118	HP flat	233	8.0			6.0				20.0		21.0		Hero	11.560666666666666	11.560666666666666	11.560666666666666	True	B	0.0	False
692	Chiwu	True	Destroy	1	6	9	ATK flat	94		0				10.0					355.0	19.0		Hero	8.056666666666667	8.556666666666667	9.056666666666667	True	B	0.0	False
1048	Inventory	False	Destroy	1	6	0	ATK flat	22	ACC	5									365.0	6.0	5.0	Hero	3.9450000000000003	5.945	10.945	True	B	3.0	False
1049	Inventory	False	Destroy	1	6	0	ATK flat	22	CDmg	6					6.0					6.0		Rare	3.607142857142857	5.607142857142858	9.607142857142858	True	B	2.0	False
693	Inventory	False	Destroy	2	6	9	SPD	25		0	23.0	11.0	18.0									Hero	4.896428571428571	5.396428571428571	5.896428571428571	False	B	0.0	False
694	Inventory	False	Destroy	2	6	6	SPD	19		0					12.0						10.0	Rare	3.166666666666667	4.166666666666667	5.166666666666667	False	B	0.0	False
1050	Inventory	False	Destroy	2	6	0	ATK%	11		0		4.0								6.0	4.0	Hero	3.238095238095238	5.238095238095238	10.238095238095237	False	B	3.0	False
1051	Inventory	False	Destroy	2	6	0	SPD	7		0			20.0	5.0								Rare	1.125	3.125	5.125	False	B	2.0	False
696	Inventory	False	Destroy	3	6	9	DEF flat	94	ACC	4	11.0							7.0		16.0		Hero	8.083333333333332	8.583333333333332	9.083333333333332	True	B	0.0	False
1052	Inventory	False	Destroy	3	6	0	DEF flat	22	HP flat	265								6.0		5.0		Rare	2.7700000000000005	4.7700000000000005	8.77	True	B	2.0	False
1053	Inventory	False	Destroy	3	6	0	DEF flat	22	CDmg	4						6.0			361.0	4.0	4.0	Legend	3.802761904761905	5.802761904761905	11.802761904761905	True	B	4.0	False
1054	Inventory	False	Destroy	3	6	0	DEF flat	22		0								6.0		6.0		Rare	2.75	4.75	8.75	True	B	2.0	False
1055	Inventory	False	Destroy	3	6	0	DEF flat	22	ACC	5	8.0									6.0		Rare	3.625	5.625	9.625	True	B	2.0	False
1056	Inventory	False	Destroy	3	6	0	DEF flat	22	HP%	8	6.0	4.0							346.0	6.0		Legend	4.782761904761904	6.782761904761904	12.782761904761905	True	B	4.0	False
1057	Inventory	False	Destroy	3	6	0	DEF flat	22	SPD	6		5.0							177.0		6.0	Hero	3.950285714285714	5.950285714285714	7.950285714285714	True	B	3.0	False
1058	Inventory	False	Destroy	3	6	0	DEF flat	22	ACC	4		6.0								6.0		Rare	3.357142857142857	5.357142857142858	9.357142857142858	True	B	2.0	False
1059	Inventory	False	Destroy	4	6	0	DEF%	11	HP%	8			13.0				12.0			6.0		Hero	3.625	5.625	10.625	False	B	3.0	False
1060	Inventory	False	Destroy	4	6	12	DEF%	47		0	15.0	13.0			14.0					8.0		Legend	8.148809523809524	8.148809523809524	8.148809523809524	False	B	0.0	False
698	Inventory	True	Destroy	5	6	9	HP flat	1440	ACC	8					20.0			8.0		11.0		Hero	8.166666666666666	8.666666666666666	9.166666666666666	True	B	0.0	False
699	Feng Yan	True	Destroy	5	6	9	HP flat	1440	CRate	4						10.0		10.0		20.0		Hero	9.833333333333334	10.333333333333334	10.833333333333334	True	B	0.0	False
1061	Inventory	False	Destroy	5	6	0	HP flat	360	RES	6		6.0								5.0		Rare	3.2738095238095237	5.273809523809524	9.273809523809524	True	B	2.0	False
1062	Inventory	False	Destroy	5	6	0	HP flat	360	DEF%	6							19.0			5.0		Rare	2.8916666666666666	4.891666666666667	8.891666666666666	True	B	2.0	False
1063	Inventory	False	Destroy	5	6	0	HP flat	360	SPD	6	4.0					8.0						Rare	3.5	5.5	7.5	True	B	2.0	False
1064	Inventory	False	Destroy	6	6	12	ATK%	47	DEF%	5		7.0		17.0				13.0		9.0		Legend	8.375	8.375	8.375	False	B	0.0	False
1065	Inventory	False	Destroy	6	6	0	DEF%	11		0	7.0						18.0			4.0		Hero	2.658333333333333	4.658333333333333	9.658333333333333	False	B	3.0	False
1066	Inventory	False	Destroy	6	6	0	ATK%	11		0				8.0				8.0		5.0		Hero	3.666666666666667	5.666666666666667	10.666666666666668	False	B	3.0	False
695	Inventory	True	Destroy	2	5	6	SPD	17		0					13.0	14.0						Rare	3.375	4.375	5.375	False	B	0.0	False
697	Chiwu	True	Destroy	4	5	9	HP%	29		0			26.0	5.0						13.0		Hero	5.6083333333333325	6.1083333333333325	6.6083333333333325	False	B	0.0	False
817	Inventory	False	Determination	1	6	6	ATK flat	70	CDmg	6				14.0						11.0		Rare	6.273809523809523	7.273809523809523	8.273809523809522	True	C	0.0	False
1175	Inventory	False	Determination	3	6	0	DEF flat	22		0		7.0				5.0				4.0		Hero	2.958333333333333	4.958333333333333	9.958333333333332	True	C	3.0	False
707	Inventory	False	Determination	4	6	6	CDmg	35	SPD	6				16.0	14.0							Rare	5.75	6.75	7.75	False	C	0.0	False
708	Velajuel	False	Determination	5	6	12	HP flat	1800		0				12.0	6.0			8.0		22.0		Legend	10.583333333333332	10.583333333333332	10.583333333333332	True	C	0.0	False
244	Inventory	False	Endure	1	6	9	ATK flat	94	HP%	5	10.0				8.0					16.0		Hero	8.208333333333332	8.708333333333332	9.208333333333332	True	C	0.0	False
245	Inventory	False	Endure	1	6	9	ATK flat	94	HP flat	345				13.0				8.0		17.0		Hero	8.751666666666669	9.251666666666669	9.751666666666669	True	C	0.0	False
246	Inventory	False	Endure	1	6	6	ATK flat	70	ACC	4	7.0									17.0		Rare	7.041666666666667	8.041666666666668	9.041666666666668	True	C	0.0	False
247	Inventory	False	Endure	1	6	9	ATK flat	94	CRate	6					13.0				256.0	16.0		Hero	8.299666666666667	8.799666666666667	9.299666666666667	True	C	0.0	False
248	Inventory	True	Endure	1	6	9	ATK flat	94	CDmg	6				17.0					618.0	13.0		Hero	8.13947619047619	8.63947619047619	9.13947619047619	True	C	0.0	False
249	Inventory	False	Endure	1	6	9	ATK flat	94		0									323.0	16.0	10.0	Hero	7.430666666666666	7.930666666666666	8.430666666666667	True	C	0.0	False
250	Inventory	False	Endure	1	6	9	ATK flat	94	CDmg	5	4.0			11.0						15.0		Hero	7.589285714285714	8.089285714285715	8.589285714285715	True	C	0.0	False
251	Inventory	False	Endure	1	6	12	ATK flat	118		0	7.0			4.0				12.0		18.0		Legend	8.875	8.875	8.875	True	C	0.0	False
894	Inventory	False	Endure	1	6	0	ATK flat	22	ATK%	7										5.0	5.0	Rare	3.375	5.375	9.375	True	C	2.0	False
895	Inventory	False	Endure	1	6	0	ATK flat	22	RES	7				5.0						5.0		Rare	3.166666666666667	5.166666666666667	9.166666666666668	True	C	2.0	False
1095	Inventory	False	Endure	1	6	0	ATK flat	22		0	7.0								326.0	6.0		Hero	3.3096666666666668	5.309666666666667	10.309666666666667	True	C	3.0	False
1129	Inventory	False	Endure	1	6	0	ATK flat	22		0									183.0	5.0		Rare	1.9106666666666667	3.9106666666666667	7.910666666666667	True	C	2.0	False
1218	Inventory	False	Endure	1	6	0	ATK flat	22	CRate	4				5.0					254.0			Rare	1.6303333333333332	3.630333333333333	5.630333333333333	True	C	2.0	True
1219	Inventory	False	Endure	1	6	0	ATK flat	22		0					5.0					5.0		Rare	2.291666666666667	4.291666666666667	8.291666666666668	True	C	2.0	False
1220	Inventory	True	Endure	1	6	0	ATK flat	22		0				9.0					428.0	7.0	6.0	Legend	5.029	7.029	13.029	True	C	4.0	False
252	Inventory	False	Endure	2	6	9	SPD	25	CRate	4	11.0			8.0	23.0							Hero	5.916666666666667	6.416666666666667	6.916666666666667	False	C	0.0	False
253	Inventory	False	Endure	2	6	9	SPD	25	HP%	5	12.0	18.0			5.0							Hero	5.321428571428571	5.821428571428571	6.321428571428571	False	C	0.0	False
254	Inventory	False	Endure	2	6	6	SPD	19		0			15.0					22.0				Rare	3.125	4.125	5.125	False	C	0.0	False
255	Inventory	False	Endure	2	6	9	SPD	25		0	14.0					8.0		13.0				Hero	4.375	4.875	5.375	False	C	0.0	False
257	Inventory	False	Endure	2	6	9	SPD	25	RES	6				14.0		8.0					13.0	Hero	5.666666666666666	6.166666666666666	6.666666666666666	False	C	0.0	False
258	Inventory	False	Endure	2	6	9	DEF%	38		0		10.0					34.0			12.0		Hero	6.2785714285714285	6.7785714285714285	7.2785714285714285	False	C	0.0	False
259	Inventory	False	Endure	2	6	9	SPD	25	HP flat	252			29.0			14.0		14.0				Hero	4.561	5.061	5.561	False	C	0.0	False
260	Inventory	False	Endure	2	6	12	HP%	47		0			35.0		5.0				420.0	17.0		Legend	7.726666666666667	7.726666666666667	7.726666666666667	False	C	0.0	False
261	Inventory	False	Endure	2	6	6	SPD	19		0				17.0			16.0					Rare	2.525	3.525	4.525	False	C	0.0	False
262	Inventory	False	Endure	2	6	9	DEF%	38	CDmg	5			30.0							11.0	10.0	Hero	6.7976190476190474	7.2976190476190474	7.7976190476190474	False	C	0.0	False
263	Inventory	False	Endure	2	6	6	SPD	19		0								8.0			15.0	Rare	3.5	4.5	5.5	False	C	0.0	False
896	Inventory	False	Endure	2	6	0	SPD	7		0	6.0		10.0									Rare	1.0	3.0	5.0	False	C	2.0	False
897	Inventory	False	Endure	2	6	0	SPD	7		0			14.0			6.0						Rare	1.1	3.1	5.1	False	C	2.0	False
898	Inventory	False	Endure	2	6	0	SPD	7	CDmg	5	5.0								367.0			Rare	1.8286190476190476	3.8286190476190476	5.828619047619048	False	C	2.0	False
899	Inventory	False	Endure	2	6	0	SPD	7		0		4.0			7.0							Rare	1.4464285714285714	3.446428571428571	5.446428571428571	False	C	2.0	False
900	Inventory	False	Endure	2	6	0	SPD	7	DEF flat	19						8.0					6.0	Rare	2.475	4.475	6.475	False	C	2.0	False
1096	Inventory	False	Endure	2	6	0	SPD	7	DEF flat	17	4.0								339.0			Rare	1.377	3.377	5.377	False	C	2.0	False
1130	Inventory	False	Endure	2	6	0	SPD	7		0	8.0										4.0	Rare	1.6666666666666665	3.6666666666666665	5.666666666666666	False	C	2.0	False
264	Inventory	True	Endure	3	6	9	DEF flat	94		0								7.0		21.0	7.0	Hero	9.041666666666666	9.541666666666666	10.041666666666666	True	C	0.0	False
265	Inventory	False	Endure	3	6	9	DEF flat	94	CRate	4	15.0			15.0						12.0		Hero	8.416666666666666	8.916666666666666	9.416666666666666	True	C	0.0	False
266	Inventory	False	Endure	3	6	6	DEF flat	70	CDmg	7										15.0	4.0	Rare	6.666666666666667	7.666666666666667	8.666666666666668	True	C	0.0	False
267	Inventory	False	Endure	3	6	6	DEF flat	70	HP flat	212	7.0									16.0		Rare	6.491	7.491	8.491	True	C	0.0	False
268	Inventory	False	Endure	3	6	9	DEF flat	94		0		4.0						13.0		16.0		Hero	7.529761904761904	8.029761904761905	8.529761904761905	True	C	0.0	False
269	Inventory	False	Endure	3	6	12	DEF flat	118	HP%	5		20.0		6.0		7.0				16.0		Legend	10.44047619047619	10.44047619047619	10.44047619047619	True	C	0.0	False
